X-axis,Y-axis,time(in seconds)
81.77,12.45,2638
85.88,19.06,2639
89.54,17.35,2640
75.91,20.24,2641
76.22,28.33,2642
77.09,25.82,2643
73.69,8.78,2644
74.83,17.24,2645
75.05,21.94,2646
72.95,27.98,2647
75.05,30.36,2648
72.5,22.9,2649
73.7,24.77,2650
61.11,24.51,2651
75.15,27.13,2652
75.7,23.1,2653
76.78,28.03,2654
79.41,24.19,2655
75.89,29.97,2656
75.62,21.98,2657
77.37,24.76,2658
74.71,8.66,2659
77.34,25.47,2660
83.59,20.32,2661
76.8,20.79,2662
69.47,30.26,2663
71.03,38.17,2664
70.42,35.98,2665
62.34,42.7,2666
63.28,25.91,2667
52.45,30.75,2668
71.41,31.6,2669
65.61,37.9,2670
68.86,41.03,2671
65.6,23.56,2672
66.78,34.89,2673
70.93,37.17,2674
69.7,29.23,2675
69.08,34.74,2676
71.31,37.74,2677
74.9,35.74,2678
69.56,40.65,2679
70.25,32.04,2680
66.05,41.57,2681
71.08,35.46,2682
74.09,37.04,2683
70.06,30.66,2684
24.15,32.88,2685
30.15,36.45,2686
29.81,33.65,2687
33.19,40.67,2688
31.31,21.12,2689
29.78,30.46,2690
30.73,31.13,2691
25.68,35.04,2692
30.21,37.46,2693
28.63,37.92,2694
32.46,32.9,2695
38.42,36.19,2696
29.24,38.39,2697
30.67,36.96,2698
30.98,35.27,2699
33.07,32.37,2700
31.02,30.47,2701
33.03,20.22,2702
37.7,41.15,2703
30.01,33.27,2704
29.01,28.24,2705
43.94,23.38,2706
64.64,20.77,2707
63.87,27.51,2708
68.91,26.74,2709
66.04,27.32,2710
59.48,39.98,2711
55.51,17.33,2712
47.71,26.09,2713
63.51,23.17,2714
66.95,30.09,2715
61.26,20.28,2716
64.03,17.85,2717
66.19,26.46,2718
64.8,17.72,2719
68.34,26.67,2720
65.3,28.12,2721
58.62,17.18,2722
71.11,24.92,2723
65.1,19.98,2724
65.65,20.64,2725
61.22,39.37,2726
64.25,23.92,2727
69.78,23.07,2728
61.73,20.63,2729
60.74,27.02,2730
63.38,21.3,2731
61.2,25.14,2732
51.09,37.97,2733
54.8,20.45,2734
54.16,32.43,2735
54.95,27.24,2736
63.19,31.24,2737
46.1,24.47,2738
57.53,19.41,2739
61.5,27,2740
58.63,22.29,2741
62.49,30.94,2742
56.29,32.94,2743
65.97,25.82,2744
60.45,19.93,2745
62.58,21.65,2746
62.11,25.58,2747
67.03,28.49,2748
60.74,25.7,2749
64.31,27.14,2750
28.77,26.9,2751
35.09,31.55,2752
35.13,29.73,2753
33.93,9.11,2754
36.73,38.89,2755
33.41,32.08,2756
33.52,33.17,2757
34.13,27.06,2758
34.53,32.34,2759
30.6,29.33,2760
37.44,28.08,2761
49.83,19.41,2762
33.8,33.78,2763
35.27,32.21,2764
38.39,27.93,2765
34.96,27.66,2766
37.91,10.87,2767
39.96,39.63,2768
35.74,29.25,2769
34.69,23.42,2770
37.57,32.21,2771
50.15,33.59,2772
30.09,29.35,2773
36.24,29.63,2774
37.32,27.61,2775
37.53,13.8,2776
38.1,22.25,2777
34.98,25.01,2778
32.4,28.2,2779
37,30.84,2780
38.94,35.65,2781
37.28,33.45,2782
35.69,27.53,2783
47.58,32.87,2784
35.68,24.16,2785
37.74,31.37,2786
36.02,26.96,2787
38.15,13.23,2788
43.5,36.63,2789
41.26,23.2,2790
35.78,32.93,2791
38.96,27.49,2792
36.75,29.91,2793
52.95,19.99,2794
44.31,29.66,2795
49.07,28.94,2796
51.65,27.5,2797
51.06,33.61,2798
49.7,39.4,2799
49.43,23.63,2800
46.15,28.56,2801
50.4,28.86,2802
53.39,24.3,2803
48.88,29.92,2804
49.91,27.18,2805
57.76,25.37,2806
50.2,31.73,2807
52.18,29.75,2808
52.39,27.59,2809
50.47,26.48,2810
60.12,19.53,2811
59.61,37.67,2812
53.49,38.87,2813
49.66,22.59,2814
48.92,28.35,2815
65.89,31.42,2816
83.9,28.87,2817
90.78,28.45,2818
88.84,27.04,2819
92.99,38.59,2820
90.36,22.46,2821
89.82,23.65,2822
86.34,28,2823
90.29,29.9,2824
93.1,36.41,2825
89.22,22.52,2826
91.73,26.15,2827
99.31,34.83,2828
89.48,21.65,2829
90.4,29.35,2830
91.99,27.79,2831
92.46,25.76,2832
91.02,23.8,2833
95.55,21.38,2834
97.57,40.54,2835
89.58,27.35,2836
92.17,35.28,2837
104.87,26.94,2838
81.42,17.39,2839
82.26,29.89,2840
81.17,22.16,2841
72.15,44.18,2842
75.21,10.76,2843
76.73,15.29,2844
80.88,24.99,2845
78.42,20.1,2846
77.66,39.9,2847
63.35,27.52,2848
76.66,25.6,2849
81.49,29.07,2850
78.67,23.86,2851
82.24,17.54,2852
80.81,33.54,2853
80.28,13.48,2854
86.74,25.33,2855
81.07,19.56,2856
81.76,21.36,2857
76.51,42.59,2858
81.79,24.83,2859
85.56,23.51,2860
84.67,21.29,2861
76.17,44.55,2862
80.49,8.01,2863
79.31,17.64,2864
85.51,30.15,2865
83.95,23.41,2866
76.8,30.09,2867
65.73,27.49,2868
80.82,35.45,2869
85.89,18.11,2870
76.34,21.81,2871
84.95,23.18,2872
84.73,19.64,2873
82.42,35.06,2874
84.27,24.5,2875
81.59,42.92,2876
89.82,21.67,2877
85.89,29.36,2878
86.28,18.89,2879
81.54,7.77,2880
85.68,21.39,2881
88.35,21.05,2882
66.8,27.36,2883
64.85,22.94,2884
65.14,25.79,2885
59.47,39.16,2886
63.51,15.27,2887
65.05,24.07,2888
63.16,19.55,2889
65.61,19.49,2890
61.01,25.55,2891
63.44,21.77,2892
51.42,25.12,2893
66.24,20.62,2894
67.53,22.46,2895
65.47,24.48,2896
66.66,25.98,2897
72.64,25.08,2898
64.27,23.07,2899
64.87,22.88,2900
61.53,39.04,2901
65.44,24.99,2902
70.52,23.15,2903
64.56,16.25,2904
50.48,20.66,2905
44.07,16.85,2906
43.59,18.72,2907
42.78,11.9,2908
46.23,16.86,2909
44.7,22.57,2910
44.56,21.76,2911
49.15,19.02,2912
44.79,16.18,2913
42.51,34.92,2914
43.85,20.02,2915
32.61,17.1,2916
43.88,26.13,2917
43.28,19.67,2918
41.15,20.95,2919
42.9,16.58,2920
43.64,21.99,2921
40.43,36.33,2922
39.11,12.12,2923
46.47,17.37,2924
44.08,15.83,2925
28.62,30.7,2926
38.6,26.84,2927
34.57,24.51,2928
34.14,26.38,2929
30.43,43.37,2930
35.03,31.61,2931
31.56,30.41,2932
33.16,21.39,2933
29.55,10.45,2934
37.34,28.44,2935
30.99,36.16,2936
34.29,29.74,2937
18.82,22.19,2938
33.55,20.38,2939
30.25,29.38,2940
33.51,29.62,2941
25.08,43.19,2942
25.93,10.17,2943
34.3,25.94,2944
27.14,36.72,2945
34.49,32.15,2946
34.45,23.74,2947
19.51,30.69,2948
36.37,20.03,2949
39.47,24.17,2950
44.97,37.4,2951
34.57,30.43,2952
36.2,44.53,2953
48.43,23.17,2954
34.83,25.53,2955
39.13,26.1,2956
35.07,26.73,2957
33.73,23.83,2958
36.27,30.7,2959
36.67,23.63,2960
35,28.13,2961
29.97,27.4,2962
35.3,45.73,2963
33.37,28.03,2964
29.47,26.73,2965
34.3,27.3,2966
33.93,26,2967
34.8,29.73,2968
33.33,24.7,2969
30.87,34.57,2970
49.77,10.03,2971
49.17,34.1,2972
57.83,31.5,2973
46.9,30.5,2974
50.9,44.1,2975
52.53,21.13,2976
45.3,25.63,2977
49.6,24.73,2978
47.4,27.03,2979
45.6,22.87,2980
45.63,20.1,2981
49.23,43.1,2982
46.73,25.83,2983
41.57,24.63,2984
48.27,9.3,2985
45.97,29.03,2986
41.8,23.67,2987
45.77,25.1,2988
44.9,23.37,2989
46.5,26.83,2990
44.97,20.93,2991
47.73,34.57,2992
78.73,28.72,2993
77.44,36.45,2994
72.31,21.95,2995
75,29.77,2996
72.87,30.03,2997
73.92,28.14,2998
78.41,28.16,2999
73.59,26.61,3000
74.63,31.37,3001
75.94,28.99,3002
75.02,25.15,3003
73.94,27.64,3004
74.74,29.11,3005
74.39,30.85,3006
75.3,24.34,3007
71,31.53,3008
65.47,35.75,3009
71.47,40.67,3010
70.49,29.56,3011
66.74,18.23,3012
64.06,24.01,3013
71.38,24.95,3014
74.2,30.72,3015
68.59,38.28,3016
68.34,35.74,3017
70.22,30.59,3018
68.43,9.83,3019
70.76,34.29,3020
67.96,32.37,3021
73.83,31.68,3022
70.51,27.26,3023
71.38,32.14,3024
69.02,28.23,3025
69.34,30.44,3026
70.76,31.53,3027
70.34,35.13,3028
70.81,26.5,3029
67.31,36.15,3030
57.32,35.8,3031
63.23,41.04,3032
64.93,30.85,3033
66.66,9.82,3034
58.36,22.17,3035
67.24,26.56,3036
63.64,30.45,3037
57,34.42,3038
60.57,29.05,3039
59.32,26.23,3040
60.42,31.96,3041
57.93,29.77,3042
63.17,29.01,3043
58.08,28.58,3044
58.45,26.52,3045
54.85,7.26,3046
56.24,27.76,3047
57.4,28.98,3048
58.63,29.66,3049
61.01,32.04,3050
57.77,26.73,3051
54.89,27.94,3052
55.29,32.99,3053
51.02,37.68,3054
55.69,26.28,3055
53.5,7.54,3056
40.85,26.16,3057
57.55,23.93,3058
49.13,24.85,3059
46.33,21.81,3060
45.46,26.13,3061
44.73,24.04,3062
44.82,22.96,3063
47.28,25.21,3064
47.07,23.31,3065
44.45,40.23,3066
51.6,24.49,3067
44.32,22.1,3068
43.94,19.81,3069
44.45,24.66,3070
45.11,27.17,3071
44.57,20.54,3072
42.5,19.41,3073
45.87,29.5,3074
42.86,40.82,3075
40.95,23.58,3076
40.49,16.6,3077
28.42,26.75,3078
42.07,26.34,3079
44.29,22.83,3080
24.97,24.11,3081
23.96,23.51,3082
19.18,35.35,3083
19.82,24.91,3084
20.59,42.96,3085
19.84,26.7,3086
19.49,23,3087
21.52,25.51,3088
19.85,23.46,3089
22.19,21.43,3090
21.52,27.59,3091
20.64,27.89,3092
19.27,23.4,3093
17.45,28.27,3094
12.73,41.73,3095
16.61,36.21,3096
22.08,25.91,3097
18.42,21.05,3098
8.68,27.13,3099
17.62,24.79,3100
15.31,17.3,3101
21.57,20.6,3102
35.31,30.6,3103
51.31,30.36,3104
33.19,27.68,3105
35.83,34.93,3106
38.09,18.9,3107
34.28,25.58,3108
36.99,22.54,3109
33.44,22.48,3110
33.67,19.35,3111
37.97,26.52,3112
34.62,23.2,3113
34.25,30.25,3114
33.37,25.81,3115
29.29,25.4,3116
34.83,35.12,3117
34.41,24.24,3118
32.73,25.89,3119
33.9,23.48,3120
35.05,28.19,3121
32.49,22.32,3122
33.34,19.84,3123
29.36,24.46,3124
48.46,8.67,3125
51.35,35.28,3126
59.05,31.97,3127
42.73,28.18,3128
45.83,43.86,3129
48.67,15.66,3130
43.84,21.59,3131
49.02,27.02,3132
44.25,19.61,3133
48.74,20.39,3134
43.17,24.16,3135
46.49,9.15,3136
42.36,24.04,3137
39.54,23.49,3138
45.07,43.68,3139
43.81,18.91,3140
41.9,21.43,3141
42.25,18.78,3142
42.08,27.34,3143
43.41,20.94,3144
48.13,34.06,3145
40.14,22.6,3146
53.88,14.31,3147
56.65,30.44,3148
66.17,35.1,3149
51.91,23.58,3150
55.12,44.35,3151
66.63,16.18,3152
52.51,20.26,3153
55.55,20.74,3154
52.56,16.76,3155
56.43,24.03,3156
53.22,21.38,3157
53.58,15.27,3158
52.49,21.18,3159
47.31,21.3,3160
53.91,45.34,3161
51.06,22.47,3162
53.93,20.79,3163
51.81,19.88,3164
52.12,23.06,3165
52.07,17.6,3166
49.41,32.58,3167
47.82,20.45,3168
68.76,29.06,3169
61.38,18.1,3170
63.25,27.47,3171
62.37,42.74,3172
62.23,29.63,3173
61.49,26.26,3174
67.24,28.58,3175
64.84,25.37,3176
62.81,24,3177
65.15,27.91,3178
63.46,26.61,3179
62.42,24.94,3180
60.05,24.08,3181
52.71,24,3182
60.88,43.43,3183
58.21,27.63,3184
55.32,17.2,3185
62.33,27.56,3186
49.31,36.03,3187
59.6,30.19,3188
63.13,25.8,3189
62.42,31.36,3190
89.07,38.99,3191
86.86,18.3,3192
77.47,22.19,3193
91.82,24.36,3194
88.97,8.82,3195
87.43,32.95,3196
91.67,29.48,3197
90.38,26.62,3198
91.8,25.43,3199
86.93,25.71,3200
90.93,33.11,3201
89.91,38.74,3202
92.63,25.21,3203
95.93,27.34,3204
89.78,7.94,3205
91.38,32.19,3206
96.84,26.52,3207
91.56,26.29,3208
91.13,27.48,3209
92.6,24.02,3210
92.48,29.58,3211
87.55,17.06,3212
73.46,42.37,3213
71.55,34.37,3214
64.41,16.2,3215
75.75,19.1,3216
73.87,8.36,3217
58.8,33.38,3218
75.75,25.87,3219
70.52,27.82,3220
75.48,22.17,3221
70.45,21.92,3222
74.86,30.23,3223
74.4,41.9,3224
76.15,21.97,3225
79.97,23.59,3226
75.38,15.23,3227
79.4,23.21,3228
76.71,25.73,3229
75.85,27.01,3230
77.3,19.82,3231
76.09,29.51,3232
74.56,8.72,3233
74.19,34.64,3234
45.56,34.94,3235
50.72,11.85,3236
44.61,15.37,3237
52.7,24.01,3238
49.33,10.8,3239
39.81,24.92,3240
47.8,25.72,3241
50.86,29.58,3242
48.94,29.32,3243
51.22,33.87,3244
51.86,26.46,3245
51.32,12.58,3246
52.44,26.41,3247
56.23,29.33,3248
50.81,33.36,3249
56.12,29.8,3250
52.19,27.23,3251
51.84,29.31,3252
52.56,24.39,3253
52.2,30.03,3254
52.04,11.59,3255
55.24,13.95,3256
40.63,34.56,3257
44.95,31.71,3258
41.49,17.94,3259
48.97,23.15,3260
47.38,9.37,3261
29.13,26.13,3262
43.52,26.76,3263
48.99,27.07,3264
51.28,19.47,3265
48.52,30.98,3266
48.84,25.27,3267
47.72,32.12,3268
49.72,23.56,3269
53.01,24.65,3270
48.78,9.16,3271
50.3,27.98,3272
54.27,25.56,3273
49.4,25.77,3274
49.02,26.19,3275
51.46,20.54,3276
49.59,26.68,3277
48.9,31.32,3278
16.58,33.7,3279
17.43,30.74,3280
11.91,18.05,3281
21.23,21.64,3282
19.72,10.66,3283
19.2,27.71,3284
20.14,25.73,3285
21.52,25.08,3286
18.98,22.13,3287
21.63,28.29,3288
21.14,23.88,3289
21.96,31.33,3290
21.39,23.66,3291
25.69,24.19,3292
21.29,10.42,3293
22.73,27.58,3294
26.78,25.01,3295
21.66,24.15,3296
22.06,25.43,3297
21.8,22,3298
21.36,25.56,3299
20.82,29.24,3300
20.06,35.44,3301
16.71,19.51,3302
9.18,18.93,3303
22.62,23.4,3304
19.33,9.35,3305
11.61,31.71,3306
22.11,29.45,3307
16.47,25.89,3308
17.76,28.62,3309
20.87,30.03,3310
21.59,26.56,3311
21.3,9.91,3312
22.22,26.13,3313
25.61,27.92,3314
22.18,20.81,3315
21.56,30.01,3316
25.49,29.06,3317
21.88,26.43,3318
21.8,28.38,3319
22.55,25.04,3320
22.81,28.95,3321
19.64,22.14,3322
31,29.85,3323
36.45,9.48,3324
34.67,28.22,3325
34.96,25.69,3326
35.86,31.7,3327
31.39,29.39,3328
36.53,39.58,3329
35.49,32.57,3330
33.69,27.84,3331
37.68,45.21,3332
34.42,33.55,3333
35.29,27.5,3334
35.47,24.75,3335
36.28,32.34,3336
39.93,31.82,3337
51.32,29.42,3338
38.11,9.74,3339
41,40.94,3340
37.78,24.68,3341
39.46,28.5,3342
44.57,44.67,3343
34.29,34.48,3344
65.93,35.01,3345
66.82,18.1,3346
52.55,22.42,3347
69.3,33.1,3348
65.92,29.21,3349
70.18,29.65,3350
70.39,31.6,3351
71.05,34.96,3352
71.68,27.34,3353
67.99,11.25,3354
72.61,25.18,3355
70.57,32.29,3356
71.86,30.69,3357
74.51,29.61,3358
68.8,10.41,3359
70.06,32.54,3360
75.63,29.98,3361
70.99,27.33,3362
70.53,29.92,3363
73.07,26.12,3364
69.09,31.19,3365
67.98,17.16,3366
28.87,32.42,3367
34.57,12.79,3368
33.64,29.02,3369
33.72,31.07,3370
36.04,45.74,3371
35.23,30.06,3372
32.76,32.84,3373
28.52,33.41,3374
32.95,31.69,3375
31.81,32.86,3376
32.28,36.46,3377
32.22,31.9,3378
34.55,28.7,3379
33.07,36.74,3380
37.66,25.03,3381
36.57,12.74,3382
37.3,33.05,3383
37.97,45.76,3384
50.6,32.3,3385
34.67,35.43,3386
34.49,31.08,3387
36.82,30.81,3388
30.96,29.65,3389
35.68,15.75,3390
33.57,26.8,3391
33.9,22.96,3392
33.45,24.32,3393
35.26,28.27,3394
28.24,28.61,3395
33.93,29.3,3396
32.32,28.53,3397
35.28,44.55,3398
33.1,33.17,3399
34.34,29.16,3400
35.26,23.28,3401
38.79,28.25,3402
45.61,21.49,3403
41.02,14.53,3404
38.13,21.59,3405
34.43,26.69,3406
47.79,32.83,3407
38.47,33.51,3408
43.05,44.84,3409
33,34.22,3410
53.67,23.98,3411
61.26,17.65,3412
57.48,21.74,3413
61.36,33.78,3414
54.63,19.95,3415
57.25,25.46,3416
56.28,26.02,3417
58.61,20.45,3418
62.98,44.77,3419
52.96,23.31,3420
61.59,26.16,3421
56.85,26.09,3422
56.23,18.45,3423
58.44,27.41,3424
71.4,16.86,3425
61.42,17.01,3426
65.52,28.15,3427
64.25,45.17,3428
76.35,35.22,3429
63.25,33.3,3430
57.2,20.86,3431
63.1,22.03,3432
47.97,23.96,3433
54.92,42.09,3434
53.57,17.92,3435
50.67,21.56,3436
50.04,20.11,3437
51.02,24.82,3438
51.3,27.87,3439
52.13,18.54,3440
57.01,41.75,3441
47.37,23.28,3442
54.08,26.45,3443
49.53,21.55,3444
51.19,19.83,3445
50.71,28.34,3446
61.65,17.32,3447
54.21,16.33,3448
57.63,26.48,3449
63.47,43.4,3450
67.53,36.39,3451
58.12,38.96,3452
51.07,25.58,3453
56.4,22.1,3454
95.61,45.45,3455
90.94,18.22,3456
80.51,25.11,3457
98.6,25.99,3458
96.44,28.96,3459
95.67,9.82,3460
95.9,36.29,3461
93.48,32.54,3462
98.05,33.14,3463
96.14,35.16,3464
98.5,29.93,3465
96.3,46.35,3466
99.33,30.45,3467
101.55,29.77,3468
96.61,10.19,3469
96.93,35.11,3470
101.52,30.14,3471
99.56,32.46,3472
99.57,34.58,3473
99.23,26.83,3474
98.24,32.98,3475
95.03,19.12,3476
104.18,30.13,3477
108.13,35.27,3478
106.59,30.47,3479
107.31,28.2,3480
107.73,28.39,3481
102.96,30.97,3482
108.21,29.08,3483
107.36,26.82,3484
106.49,29.76,3485
107,30.99,3486
105.51,31.85,3487
107.2,27.6,3488
106.37,30.49,3489
107.02,33.37,3490
111.97,33.15,3491
113.4,25.49,3492
111.52,28.12,3493
107.64,28.35,3494
109.39,36.37,3495
107.9,24.49,3496
108.15,26.34,3497
111.99,30.55,3498
80.17,17.95,3499
67.32,21.28,3500
85.25,20.57,3501
80.75,8.66,3502
73.86,32.97,3503
83.48,25.6,3504
85.96,31.83,3505
82.08,22.59,3506
83.99,28.17,3507
84.82,25.19,3508
82.22,41.01,3509
84.39,39.49,3510
85.23,23.63,3511
89.35,26.28,3512
84.16,8.87,3513
86.56,31.18,3514
89.36,27.52,3515
85.1,26.19,3516
85.69,25.81,3517
87.16,22.62,3518
84.76,28.53,3519
83.81,16.84,3520
41.13,31.22,3521
46.89,12.62,3522
49.44,22.58,3523
45.66,28.17,3524
48.04,8.9,3525
44.14,25.58,3526
46.61,29.8,3527
44.78,31.17,3528
48.84,46.49,3529
41.05,31.81,3530
43.34,34.21,3531
45.45,30.74,3532
45.51,24.74,3533
46.32,27.23,3534
52.78,25.71,3535
61.83,19.32,3536
56.21,8.94,3537
51.45,14.93,3538
63.11,34.35,3539
52.06,33.92,3540
50.16,46.74,3541
42.21,34.59,3542
38.84,29.86,3543
43.31,12.24,3544
43.03,28.7,3545
42.69,8.48,3546
42.2,26.65,3547
43.62,29.93,3548
43.53,15.55,3549
42.54,30.54,3550
43.5,46.47,3551
39.24,30.95,3552
41.29,33.51,3553
44.77,29.71,3554
43.39,24.19,3555
46.32,30.57,3556
65.45,26.87,3557
71.6,12.81,3558
45.07,8.29,3559
45.6,12.04,3560
66.55,42.95,3561
46.55,14.61,3562
45.52,46.95,3563
41.97,34.78,3564
87.24,26.98,3565
86.12,32.1,3566
86.05,28.51,3567
85.44,10.4,3568
86.08,30.61,3569
85.45,26.69,3570
92.21,26.97,3571
88.4,27.1,3572
85.06,25.41,3573
88.79,22.34,3574
84.81,24.33,3575
84.89,26.15,3576
84.42,28.84,3577
84.77,32.66,3578
80.29,27.38,3579
77.02,32.5,3580
82.27,36.48,3581
80.35,24.37,3582
83,10.1,3583
73.04,19.55,3584
81.55,20.25,3585
84.47,23.21,3586
86.74,17.83,3587
87.33,34.26,3588
98.61,30.62,3589
83.27,27.92,3590
84.75,43.82,3591
84.72,20.14,3592
84.44,21.71,3593
87.26,26.23,3594
86.38,22.4,3595
84.3,19.06,3596
84.58,24.4,3597
83.57,20.33,3598
82.23,23.14,3599
79.44,23.87,3600
83.88,44.35,3601
83.65,19.25,3602
83.48,21.78,3603
79.28,22.32,3604
83.59,24.12,3605
81.89,27.11,3606
83.76,21.37,3607
85.14,33.77,3608
96.66,10.99,3609
99.88,36.31,3610
108.57,30.89,3611
95.79,28.16,3612
96.91,42.52,3613
104.47,18.42,3614
96.24,23.59,3615
100.34,26.98,3616
96.76,21.9,3617
98.4,21.57,3618
96.03,18.81,3619
95.09,11.74,3620
94.34,23.24,3621
91.29,23.91,3622
95.12,42.6,3623
95.28,19.09,3624
95.29,22.27,3625
91.28,25.49,3626
95.36,23.8,3627
94.59,27.02,3628
95.76,21.48,3629
96.24,34.59,3630
102.94,21.09,3631
97.94,23.36,3632
98.29,17.14,3633
98.72,20.56,3634
96.35,43.83,3635
97.6,21.99,3636
98.56,19.29,3637
103.43,20,3638
99.3,18.54,3639
98.84,14.74,3640
99.24,17.51,3641
98.15,20.65,3642
96.89,23.07,3643
81.06,23.66,3644
94.35,43.38,3645
94.81,18.65,3646
93.32,15.25,3647
95.46,26.79,3648
95.38,21.59,3649
98.48,18.48,3650
98.54,17.85,3651
98.69,13.97,3652
94.92,22.67,3653
91.62,27.99,3654
91.14,24.78,3655
91.48,27.17,3656
90.76,22.17,3657
96.5,21.99,3658
90.51,21.5,3659
91.75,24.1,3660
89.52,7.34,3661
92.04,19.63,3662
92.51,20.82,3663
89.82,22.2,3664
90.96,28.01,3665
82.94,28.66,3666
92,28.68,3667
87.83,20.65,3668
87.69,7.16,3669
81.16,15.96,3670
90.55,20.74,3671
90.63,25.27,3672
91.68,18.91,3673
88.69,24.01,3674
91.87,23.21,3675
91.34,15.59,3676
91.91,17.43,3677
90.02,23.8,3678
90.41,42.62,3679
89.62,25.5,3680
89.1,22.37,3681
96.91,23.09,3682
89.99,21.3,3683
89.98,17.87,3684
91.24,19.77,3685
88.98,23.52,3686
88.2,28.37,3687
85.17,19.94,3688
87.7,16.3,3689
79.98,40.95,3690
89.1,15.12,3691
75.33,24.29,3692
86.11,22.46,3693
85.46,11.63,3694
89.47,26.41,3695
89.12,20.47,3696
71.62,23.64,3697
67.01,45.65,3698
68.98,26.74,3699
66.91,24.5,3700
67.39,9.63,3701
67.11,25.12,3702
67.43,22.88,3703
67.21,36.56,3704
66.69,22.24,3705
70.94,23.92,3706
68.17,20.47,3707
66.38,25.39,3708
62.93,27.36,3709
49.43,27.65,3710
65.45,45.25,3711
62.96,37.6,3712
67.49,26.94,3713
66.79,23.13,3714
59.5,18.16,3715
64.1,23.29,3716
65.61,9.03,3717
66.99,19.42,3718
64.28,23.79,3719
61.99,28.3,3720
61.58,26.07,3721
61.58,9.66,3722
61.73,27.64,3723
60.27,25.48,3724
61.77,21.41,3725
61.7,24.6,3726
65.86,24.22,3727
61.3,20.75,3728
64.04,24.5,3729
60.71,26.47,3730
60.13,19.05,3731
56.45,26.59,3732
51.92,29.59,3733
58.23,32.02,3734
56.59,23.16,3735
59.23,9.49,3736
60.35,28.28,3737
60.65,24.28,3738
50.81,17.4,3739
58.13,19,3740
61.59,24.65,3741
58.01,26.68,3742
57.18,25.35,3743
56.12,8.7,3744
57.8,25.51,3745
56.79,22.84,3746
62.26,25.6,3747
59.13,25.51,3748
56.93,27.72,3749
58.54,21.64,3750
58.56,27.86,3751
57.14,22.59,3752
57.29,25.79,3753
57.38,26.82,3754
55.59,28.78,3755
56.7,28.74,3756
54.62,30.57,3757
54.67,26.14,3758
54.44,8.94,3759
58.4,20.74,3760
42.4,23.27,3761
54.68,23.69,3762
59.8,26.27,3763
55.13,16.25,3764
56.13,30.02,3765
55.91,27.75,3766
55.25,42.02,3767
55.61,28.28,3768
55.62,26.12,3769
60.58,25.6,3770
55.53,24.94,3771
53.8,10.22,3772
56.4,23.51,3773
55.23,25.64,3774
55.8,28.17,3775
55.6,22.83,3776
53.11,23.69,3777
43.37,22.45,3778
53.87,41.95,3779
51.45,16.01,3780
55.29,30.09,3781
49.19,33.1,3782
52.77,26.81,3783
46.56,9.79,3784
57.77,28.41,3785
53.31,45.21,3786
54.43,31.65,3787
54.07,29.78,3788
52.59,9.72,3789
53.36,30.31,3790
54.5,27.82,3791
53.46,26.95,3792
56.01,26.95,3793
58.57,27.64,3794
54.62,25.23,3795
54.33,28.3,3796
53.5,29.57,3797
53.55,31.71,3798
50.63,29,3799
34.95,28.5,3800
51.28,45.26,3801
50.41,34.25,3802
50.38,23.28,3803
52.04,26.52,3804
50.98,9.65,3805
54.65,24.35,3806
54.42,24.17,3807
48.77,14.2,3808
51.19,23.94,3809
49.89,32.73,3810
50.86,26.27,3811
49.12,25.46,3812
50.13,23.84,3813
52.47,26.86,3814
51.47,12.6,3815
54.47,26.34,3816
51.12,21.06,3817
49.16,24.09,3818
49.53,28.76,3819
47.58,21.84,3820
33.22,26.44,3821
43,36.59,3822
44.52,14.14,3823
51.36,18.49,3824
46.91,30.4,3825
48.5,25.98,3826
42.74,11.22,3827
51.05,19.13,3828
48.14,21.36,3829
45.2,25.07,3830
44.93,21.98,3831
43.47,23.53,3832
41.94,20.98,3833
43.34,42.13,3834
45.92,19.37,3835
44.81,18.1,3836
47.98,19.4,3837
49.51,20.77,3838
45.13,19.27,3839
40.87,18.07,3840
28.05,23.91,3841
36.27,41.56,3842
40.39,22.71,3843
40.91,14.78,3844
44.46,25.2,3845
44.81,22.66,3846
41.36,29.18,3847
41.6,24.6,3848
44.65,19.79,3849
44.48,18.6,3850
46.77,23.6,3851
44.29,17.61,3852
45.17,24.09,3853
43.94,25.45,3854
43.78,23.82,3855
48.22,24.04,3856
44.9,35.84,3857
45.37,21.58,3858
45.18,16.48,3859
44.68,44.91,3860
44.59,20.77,3861
39.41,20.46,3862
26.7,24.56,3863
42.43,44.89,3864
41.07,26.02,3865
38.38,15.28,3866
43,25.74,3867
43.35,23.2,3868
35.01,35.9,3869
42.49,31.04,3870
43.82,20.44,3871
43.58,18.57,3872
37.74,23.51,3873
32.61,34.14,3874
33.29,26.6,3875
32.66,24.39,3876
33.23,42.41,3877
32.87,24.91,3878
32.98,22.54,3879
32.72,21.73,3880
32.94,8.37,3881
37.6,21.33,3882
33.91,19.82,3883
32.39,22.71,3884
32.22,25.5,3885
32.28,27.12,3886
29.24,25.17,3887
21.63,33.4,3888
25.2,42.56,3889
29.12,31.25,3890
22.71,16.64,3891
30.5,20.66,3892
25.44,8.01,3893
33.49,18.96,3894
30.66,24.04,3895
26.85,31.94,3896
26.91,23.75,3897
24.89,16.88,3898
25.51,24.95,3899
26.01,22.71,3900
27.31,25.19,3901
25.93,27.27,3902
30.98,25.06,3903
27.54,21.3,3904
27.67,27.92,3905
26.07,22,3906
26.94,22.89,3907
25.35,27.53,3908
22.48,27.85,3909
25.58,29.35,3910
20.87,33.9,3911
22.44,25.34,3912
