X-axis,Y-axis,time(in seconds)
51.71,22.48,1360
52.31,35.57,1361
52.38,23.47,1362
51.51,11.45,1363
52.05,28.5,1364
83.14,36.71,1365
76.82,24.28,1366
76.18,25.78,1367
79.46,25.39,1368
84.34,12.06,1369
76.11,32.49,1370
94.36,25.48,1371
75.84,28.65,1372
75.39,21.6,1373
77.94,29.31,1374
82.77,19.32,1375
75.76,26.16,1376
75.33,32.22,1377
72.12,27.38,1378
76.32,27.1,1379
71.37,26.31,1380
75.07,22.54,1381
78.18,20.13,1382
76.2,30.43,1383
75.89,24.16,1384
79.81,11.89,1385
75.74,28.9,1386
96.47,40.86,1387
88.28,30.73,1388
89.01,27.64,1389
90.5,28.87,1390
92.88,14.94,1391
90.85,26.3,1392
87.83,20.82,1393
105.78,28.55,1394
86.89,24.65,1395
90.98,23.21,1396
93.05,35.95,1397
88.27,27.37,1398
88.12,15.41,1399
84.14,26.35,1400
88.4,28.54,1401
83.38,27.23,1402
86.86,24.53,1403
89.69,41.77,1404
86.05,25.73,1405
89.21,25.54,1406
89.84,35.7,1407
87.51,30.37,1408
106.25,39.21,1409
103.41,28.64,1410
103.77,33.08,1411
104.57,34.21,1412
109.27,14.4,1413
105.31,30.23,1414
102.03,37.73,1415
102.62,35.2,1416
102.42,24.5,1417
105.28,25.87,1418
110.21,31.66,1419
103.75,32.34,1420
96.89,31.91,1421
102.14,25.3,1422
97.72,30.87,1423
103.07,12.82,1424
102.88,33.01,1425
102.58,28.69,1426
101.54,37.33,1427
102.46,36.91,1428
103,30,1429
101.76,35.29,1430
72.99,42.59,1431
70.7,27.47,1432
68.98,29.9,1433
71.59,29.63,1434
71.73,11.92,1435
68.45,36.15,1436
70.51,34.28,1437
69.37,26.89,1438
72.58,33.02,1439
72.55,22.97,1440
88.59,28.7,1441
70.15,33.13,1442
65.3,32.7,1443
68.88,26.69,1444
65.83,31.81,1445
69.41,33.91,1446
68.06,35.3,1447
70.67,29.12,1448
69.15,13.18,1449
69.76,27.71,1450
69.89,30.3,1451
71.37,42.77,1452
93.21,42.05,1453
89.91,24.03,1454
90.07,26.5,1455
92.89,23.53,1456
91.53,9.57,1457
93.42,27.22,1458
88.54,21.55,1459
88.19,32.48,1460
90.11,28.49,1461
92.26,21.1,1462
105.47,27.57,1463
89.96,26.2,1464
85.28,26.39,1465
85.9,27.32,1466
91.9,27.35,1467
88.04,23.2,1468
89.89,29.33,1469
90.19,22.38,1470
90.84,9.46,1471
88.01,22.46,1472
89.03,24.06,1473
91.62,42.56,1474
84.32,34.04,1475
80.06,23.1,1476
83.32,27.74,1477
90.39,11.78,1478
83.98,23.45,1479
78.12,29.78,1480
79.07,26.69,1481
87.23,39.88,1482
96.68,26.85,1483
83.97,18.72,1484
78.58,18.17,1485
78.77,25.81,1486
74.32,24.45,1487
77.58,12.67,1488
78.39,26.95,1489
74.76,25.9,1490
77.32,28.67,1491
78.77,23.13,1492
78.45,34.62,1493
79.37,20.86,1494
79.1,23.99,1495
79.84,41.46,1496
73.91,24.81,1497
79.16,28.45,1498
79.28,27.2,1499
73.68,9.47,1500
75.49,23.8,1501
74.95,27.94,1502
74.69,26.43,1503
76.22,34.32,1504
74.94,28.98,1505
73.57,44.1,1506
76.21,16.12,1507
74.25,23.71,1508
74.17,28.36,1509
71.06,31.41,1510
75.93,22.08,1511
65.99,18.44,1512
55.06,30.24,1513
71.17,26.73,1514
68.34,9.04,1515
74,25.55,1516
75.27,33.02,1517
72.13,44.67,1518
59.6,23.71,1519
64.32,27.58,1520
64.58,26.9,1521
59.35,9.15,1522
61.25,22.18,1523
60.2,26.98,1524
59.62,25.71,1525
60.8,32.07,1526
60.55,28.36,1527
59.52,43.38,1528
62.16,15.17,1529
60.56,21.25,1530
59.21,24.7,1531
57.13,27.29,1532
58.14,16.28,1533
40.33,21.96,1534
54.47,34.42,1535
58.13,23.1,1536
53.78,9.13,1537
59.96,28.05,1538
60.39,33.29,1539
53.62,44.44,1540
51.22,22.84,1541
56.11,22,1542
56.21,23.25,1543
51.93,38.5,1544
52.56,22.33,1545
52.13,25.77,1546
51.04,24.79,1547
52.41,19.86,1548
53,28,1549
53.03,37.72,1550
53.58,38.9,1551
50.78,19.86,1552
50.82,25.36,1553
48.3,22.73,1554
50.64,38.44,1555
31.94,29.96,1556
46.33,17.3,1557
48.48,26.47,1558
45.45,35.45,1559
51.72,21.93,1560
52.38,29.35,1561
46.5,41.43,1562
35,24,1563
29.98,22.23,1564
30.97,23.12,1565
36.21,42.72,1566
33.43,27.87,1567
34.68,22.54,1568
35.97,23.35,1569
34.4,21.07,1570
35.14,21.06,1571
35.1,33.55,1572
35.56,17.93,1573
34.42,28.44,1574
35.66,24.36,1575
35.13,21.89,1576
37.12,20.33,1577
38.28,32.87,1578
48.11,32.44,1579
41.48,19.26,1580
37.77,23.68,1581
41.12,42.94,1582
34.78,20.22,1583
40.9,14.23,1584
43.06,22.26,1585
46.29,23.46,1586
43.31,23.8,1587
49.46,43.49,1588
46.69,27.53,1589
45.99,20.49,1590
48.79,23.25,1591
47.41,19.5,1592
47.37,22.16,1593
47,37.3,1594
46.76,14.7,1595
46.18,29.5,1596
46.9,24.33,1597
51.56,21.07,1598
49.2,37.07,1599
64.86,30.7,1600
51.44,17.44,1601
49.92,26.23,1602
52.1,44.06,1603
47.07,22.65,1604
48.53,19.37,1605
53.26,12.9,1606
69.83,12,1607
78.11,26,1608
78.92,21.99,1609
76.56,23.52,1610
70.33,39.18,1611
80.23,16.77,1612
78.8,18.68,1613
79.31,27.18,1614
76.08,19.75,1615
74.3,30.69,1616
56.96,22.92,1617
78.56,20.15,1618
83.64,20.75,1619
79.5,27.16,1620
83.05,21.5,1621
79.22,19.46,1622
80.39,17.66,1623
77.95,24.58,1624
79.78,38.59,1625
79.03,25.89,1626
79.23,22.27,1627
76.09,11.53,1628
26.25,22.45,1629
29.99,23.65,1630
26.12,23.93,1631
32.61,43.06,1632
29.68,27.71,1633
28.94,20.38,1634
31.5,23.56,1635
30.14,19.96,1636
29.53,22.44,1637
30.22,36.81,1638
30.6,17.5,1639
31.49,24.74,1640
33.48,23.26,1641
28.97,23.24,1642
33.92,35.37,1643
30.37,28.94,1644
51.3,29.51,1645
32.96,18.42,1646
32.62,26.63,1647
37.39,43.89,1648
31.07,20.11,1649
37.4,14.29,1650
66.01,13.21,1651
75.26,25,1652
74.06,28.31,1653
66.97,41.4,1654
74.1,19.22,1655
74.19,22.64,1656
76.49,32.61,1657
71.8,25.2,1658
75.18,26.38,1659
73.62,30.28,1660
50.35,29.98,1661
76,26.63,1662
80.13,26.69,1663
77.05,31.85,1664
78.9,26.21,1665
75.83,25.78,1666
74.6,23.31,1667
75,29.35,1668
73.47,41.5,1669
74.78,30.1,1670
74.96,28.25,1671
72.96,13.4,1672
23.72,34.16,1673
23.08,27.1,1674
23.86,42.09,1675
27.35,17.93,1676
28.08,30.58,1677
25.84,26.35,1678
26.75,23.95,1679
24.61,29.48,1680
25.96,28.02,1681
22.81,18.59,1682
12.81,26.85,1683
26.55,26.83,1684
32.29,26.75,1685
26.99,19.13,1686
31.5,26.21,1687
26.5,25.73,1688
29.52,28.12,1689
26.61,23.09,1690
29,30.22,1691
26.01,34.1,1692
27,27.78,1693
25.32,42.63,1694
30.21,31.62,1695
35.09,32.26,1696
30.91,30.9,1697
36.25,42.82,1698
33.58,34.47,1699
34.61,30.09,1700
35.09,30.76,1701
33.82,27.92,1702
32.64,32.85,1703
34.47,29.23,1704
35,12.4,1705
35.32,31.22,1706
34.57,33.54,1707
37.3,29.38,1708
34.39,34.97,1709
48.29,36.8,1710
45.85,22.24,1711
36.71,32.24,1712
37.49,42.53,1713
35.41,29.33,1714
34.08,27.34,1715
37.06,11.01,1716
79.27,26.79,1717
74.69,23,1718
74.71,23.96,1719
79.62,45.73,1720
77.92,27.96,1721
78.57,23.98,1722
79.85,25.75,1723
77.85,24.18,1724
79.44,21.78,1725
78.3,17.34,1726
76.3,38.95,1727
78.54,29.36,1728
79.63,27.22,1729
79.51,23.84,1730
82.44,21.38,1731
82.15,33.36,1732
96.25,29.7,1733
88.48,15.73,1734
81.93,25.52,1735
84.33,45.56,1736
79.8,21.95,1737
78.67,18.03,1738
85.35,20.43,1739
90.02,32.53,1740
90.19,28.01,1741
89.36,26.29,1742
88.77,42.44,1743
91.41,24.48,1744
88.61,11.54,1745
87.81,29.89,1746
90,31.06,1747
86.86,35.78,1748
70.02,24.85,1749
90.84,28.42,1750
94.54,30.51,1751
91.12,32.39,1752
95.29,29.67,1753
92.14,40.61,1754
90.6,26.87,1755
92.02,25.47,1756
90.91,30.92,1757
90.5,19.98,1758
90.45,30.23,1759
89.98,11.09,1760
54.61,12.39,1761
62.62,22.66,1762
62.33,40.66,1763
66.04,17.35,1764
64.18,21.26,1765
64.81,18.55,1766
64.46,29.35,1767
62.36,19.64,1768
64.15,24.51,1769
62.95,17.51,1770
46.9,31.79,1771
64.62,20.12,1772
68.66,21.73,1773
65.45,19.44,1774
69.54,21,1775
67.21,20.45,1776
66.59,18.04,1777
64.54,23.17,1778
63.73,40.69,1779
64.87,28.29,1780
64.89,21.47,1781
61.97,11.62,1782
61.22,18.37,1783
57.18,24.63,1784
57.57,26.61,1785
60.23,26.06,1786
60.64,10.4,1787
55.61,22.83,1788
56.7,30.1,1789
59.78,40.2,1790
57.07,33.99,1791
61.16,32.66,1792
79.79,26.26,1793
57.36,26.32,1794
51.88,26.77,1795
57.43,31.6,1796
52.74,27.38,1797
56.87,38.63,1798
57.18,27.37,1799
55.63,30.2,1800
54.89,23.32,1801
59.82,17.26,1802
56.25,24.77,1803
59.13,8.77,1804
93.1,40.95,1805
83.04,20.67,1806
83.92,27.15,1807
82.79,25.89,1808
86.51,36.38,1809
82.73,30.85,1810
82.93,28.56,1811
81.79,18.13,1812
84.01,24,1813
86.29,28.7,1814
89.34,16.74,1815
82.88,26.94,1816
84.14,17.17,1817
79.85,25.79,1818
82.51,27.71,1819
79.14,26.77,1820
82.57,29.47,1821
83.63,21.9,1822
85.65,42.37,1823
81.47,25.62,1824
83,24.92,1825
84.58,36.63,1826
109.56,24.17,1827
106.94,30.03,1828
108.58,35.61,1829
108.74,21.44,1830
108.7,30.72,1831
104.73,37.81,1832
105.54,31.56,1833
105.71,35.1,1834
104.61,24.11,1835
108.34,38.4,1836
112.3,30.68,1837
105.6,32.6,1838
101.35,32.66,1839
104.02,36.93,1840
102.08,31.65,1841
105.24,34.26,1842
105.14,35.47,1843
106.52,29.52,1844
104.71,24.4,1845
106.13,36.94,1846
106.16,30.53,1847
107.6,24.53,1848
111.31,36.43,1849
109.33,26.5,1850
111.4,28.24,1851
110.99,18.99,1852
111.65,23.47,1853
108.99,34.04,1854
110.67,29.1,1855
109.47,30.37,1856
109.61,23.32,1857
111,32.47,1858
113.72,27.01,1859
109.81,28.51,1860
108.21,32.54,1861
106.39,29.14,1862
110.08,29.47,1863
106.09,28.27,1864
109.12,31.3,1865
109.96,24.6,1866
108.76,21.03,1867
108.99,24.44,1868
108.77,26.79,1869
109.66,34.74,1870
92.12,22.21,1871
96.22,25.04,1872
95.59,24.3,1873
90.57,9.97,1874
92.75,20.04,1875
89.71,25.49,1876
91.2,23.27,1877
92.89,26.77,1878
92.15,27.95,1879
92.41,25.48,1880
91.18,30.46,1881
93.77,19.05,1882
91.11,22.56,1883
91.93,21.19,1884
91.86,25.49,1885
92.13,28.96,1886
78.1,17.22,1887
82.85,28.6,1888
89.36,24.65,1889
89.31,10.29,1890
92.15,27.21,1891
83.91,34.3,1892
91.71,21.26,1893
94.83,24.7,1894
95.08,23.46,1895
89.28,12.36,1896
91.97,20.26,1897
91.97,23.52,1898
90.18,24.36,1899
89.3,30.38,1900
93.04,26.73,1901
90.21,42.87,1902
91.84,37.14,1903
92.1,19.17,1904
88.58,28.36,1905
91.81,26.64,1906
91.21,22.35,1907
85.59,34.26,1908
91.11,20.64,1909
91.67,17.98,1910
69.85,27.16,1911
89.69,24.66,1912
87.14,11.44,1913
82.71,42.1,1914
79.77,22.47,1915
75.51,22.82,1916
80.15,23.25,1917
75.14,43.84,1918
76.35,22.27,1919
75.73,25.56,1920
75.65,24.37,1921
77.44,17.41,1922
76.65,27.87,1923
74.94,9.15,1924
76.85,36.34,1925
75.57,20.45,1926
71.86,8.36,1927
74.93,24.75,1928
72.84,23.39,1929
72.26,35.73,1930
60.98,32.33,1931
65.77,16.33,1932
72.26,26.49,1933
74.96,22.26,1934
76.31,29.32,1935
72.04,44.71,1936
19.5,36.38,1937
14.42,26.23,1938
16.2,27.78,1939
18.5,10.53,1940
12.61,23.29,1941
15.27,27.9,1942
14.9,30.53,1943
14.51,34.96,1944
15.56,25.84,1945
15.37,23.03,1946
34.07,25.55,1947
14.6,27.46,1948
9.06,27.54,1949
13.51,34.92,1950
9.52,28.41,1951
15.53,11.19,1952
14.65,28.48,1953
12.84,27,1954
13.65,23.49,1955
11.89,23.08,1956
13.35,26.02,1957
15.3,31,1958
24.63,39.53,1959
16.47,24.21,1960
16.68,27.64,1961
17.73,36.28,1962
15.34,31.43,1963
16.52,26.94,1964
15.8,30.28,1965
15.53,19.61,1966
17.83,29.65,1967
17.5,21.6,1968
35.53,27.66,1969
15.51,26.87,1970
10.15,27.17,1971
11.11,26.49,1972
14.59,29.8,1973
13.94,28.25,1974
15.73,23.89,1975
16.68,35.84,1976
14.85,20.01,1977
16.12,26.24,1978
18.38,40.32,1979
14.58,30.78,1980
34.12,20.08,1981
32.69,22.47,1982
34.02,27.54,1983
35.01,28.02,1984
40.08,19.4,1985
31.59,32.16,1986
33.39,24.47,1987
41.06,41.75,1988
36.07,25.74,1989
34.36,32.32,1990
48.84,24.87,1991
33.21,25.64,1992
27.93,27.02,1993
27.16,24.26,1994
31.01,28.78,1995
28.69,27.74,1996
32.93,27.89,1997
31.76,23.01,1998
33.75,21.03,1999
32.51,25.1,2000
35.55,43.75,2001
33.5,29.57,2002
37.93,32.73,2003
38,21.87,2004
38.54,25.75,2005
41.36,28.11,2006
40.53,10.79,2007
37.81,30.37,2008
37.33,27.55,2009
44.04,36.06,2010
41.02,31.42,2011
41.1,22.93,2012
57.53,22.83,2013
38.22,27.1,2014
30.76,27.65,2015
37.09,32.8,2016
35.44,31.68,2017
33.9,25.2,2018
36.37,27.64,2019
39.31,23.47,2020
38.11,31.28,2021
37.57,25.51,2022
38.75,10.76,2023
35.28,29.8,2024
35.41,40.55,2025
27,24.3,2026
27.37,25.83,2027
28.53,24.51,2028
33.09,10.41,2029
26.42,33.1,2030
27.36,30.67,2031
26.31,23.68,2032
29.85,27.98,2033
28.66,20.98,2034
47.23,27.36,2035
26.7,26.76,2036
25.53,23.7,2037
23.15,27.93,2038
27.81,28.23,2039
22.24,27.2,2040
26.13,30.42,2041
26.39,24.81,2042
28.45,10.93,2043
25.92,24.4,2044
26.43,25.85,2045
28.78,40.58,2046
35.19,33.83,2047
29.26,22.01,2048
29.36,24.45,2049
30.68,26.38,2050
30.79,12.07,2051
26.6,19.11,2052
29.15,27.54,2053
27.67,27.58,2054
31.13,23.57,2055
30.09,30.87,2056
51.07,26.68,2057
29.86,23.19,2058
27.54,28.46,2059
24.58,24.33,2060
29.07,25.01,2061
24.27,24.98,2062
29.34,26.57,2063
25.97,20.43,2064
28.18,31.94,2065
28.22,27.34,2066
28.05,22.25,2067
29.73,13.09,2068
47.26,39.47,2069
40,23.24,2070
42.07,26.23,2071
42.27,18.11,2072
38.39,30.74,2073
40.64,25.51,2074
39.28,28.74,2075
39.42,18.1,2076
40.59,27.6,2077
41.3,31.38,2078
58.44,22.96,2079
39.72,25.74,2080
34.18,25.95,2081
39.78,18.93,2082
34.18,25.08,2083
40.76,40.45,2084
38.27,28.37,2085
38.2,26.6,2086
39.85,30.35,2087
38.98,23.2,2088
37.8,31.01,2089
39.77,24.9,2090
32.81,21.53,2091
32.35,26.35,2092
36.46,28.56,2093
35.62,12.23,2094
35.11,22.34,2095
32.53,32.06,2096
31.92,23.39,2097
32.75,28.81,2098
31.07,19.03,2099
40.79,31.96,2100
39.2,19.31,2101
30.91,23.33,2102
26.96,23.77,2103
30.33,19.51,2104
27.37,24.53,2105
32.19,13.97,2106
33.66,25.98,2107
31.97,27,2108
32.35,20.7,2109
31.38,30,2110
31.83,29.2,2111
31.89,21.79,2112
12.99,28.68,2113
18.08,26.91,2114
19.73,25.44,2115
18.39,42.24,2116
19.65,19.63,2117
15.79,22.09,2118
11.83,24.07,2119
16.93,28.01,2120
20.75,8.22,2121
17.57,22.07,2122
16.65,24.28,2123
26.28,32.73,2124
16.9,31.06,2125
20.37,21.09,2126
21.42,26,2127
17.57,25.05,2128
25.27,8.95,2129
19.78,42.87,2130
17.06,27.11,2131
24.1,18.08,2132
18.55,22.14,2133
35.39,22.73,2134
55.87,24.24,2135
63.22,27.64,2136
60.19,27.54,2137
61.48,38.15,2138
61.34,30.65,2139
60.05,19.41,2140
60.66,30.36,2141
62.67,14.84,2142
54.88,28.33,2143
60.54,34.69,2144
61.01,24.15,2145
67.99,33.07,2146
61.25,34.4,2147
61.55,29.78,2148
63.22,29.16,2149
64.92,25.73,2150
59.89,23.07,2151
64.65,13.41,2152
68.64,38.86,2153
61.3,27.45,2154
60.36,18.42,2155
77.35,18.48,2156
61.06,30.13,2157
67.3,30.37,2158
65.77,28.51,2159
67.79,9.66,2160
67.24,19.42,2161
65.41,24.07,2162
62.55,31.06,2163
66.2,31.68,2164
67.16,37.78,2165
65.77,34.9,2166
66.16,27.11,2167
73.38,36.22,2168
65.69,27.91,2169
66.27,35.46,2170
68.61,29.41,2171
67.03,31.83,2172
64.91,23.62,2173
69.07,10.05,2174
67.89,38.48,2175
71.74,18.78,2176
69.97,25.94,2177
83.96,25.39,2178
73.41,20.1,2179
78.87,19.64,2180
80.29,18.5,2181
80.93,41.88,2182
79.45,12.35,2183
79.7,16.04,2184
75.03,18.43,2185
78.46,20.7,2186
82.1,34.73,2187
78.79,14.15,2188
78.62,17.53,2189
98.94,30.57,2190
82.6,30.13,2191
79.86,19.6,2192
81.62,20.36,2193
81.48,17.03,2194
79.46,17.28,2195
80.13,12.23,2196
81.49,42.31,2197
79.6,14.25,2198
78.95,21.36,2199
92.67,15.67,2200
75.54,22.92,2201
81.12,24.45,2202
83.66,23.66,2203
82.21,33.66,2204
81.26,18.19,2205
81.4,21.29,2206
81.08,25.34,2207
77.16,21.84,2208
81.85,25.81,2209
80.48,23.67,2210
80.78,17.58,2211
87.38,28.97,2212
80.66,27.18,2213
81.69,24.2,2214
83.39,23.94,2215
80.95,20.85,2216
80.77,23.32,2217
86.02,17.2,2218
83.49,34.8,2219
81.41,17.37,2220
81.89,25.45,2221
96.83,25.81,2222
83.86,36.79,2223
82.19,32.92,2224
84.92,34.93,2225
77.74,33.63,2226
80.19,11.07,2227
71.88,24.34,2228
84.49,33.33,2229
81.86,34.79,2230
84.71,29.27,2231
80.07,36.22,2232
83.49,38.39,2233
85.38,34.43,2234
83.73,37.95,2235
84.01,33.08,2236
84.83,36.98,2237
86,32.72,2238
90.11,32.79,2239
84.05,37.66,2240
82.72,32.6,2241
80.86,12.01,2242
81.71,34.03,2243
88.57,33.52,2244
35.2,28.42,2245
39.84,26.54,2246
39.85,25.57,2247
39.03,44.96,2248
40.91,15.14,2249
37.47,23.16,2250
38.56,21.23,2251
39.95,22.8,2252
34.13,25.17,2253
39.49,27.82,2254
40.12,23.57,2255
48.31,19.97,2256
39.42,21.11,2257
40.22,28.28,2258
43.46,23.37,2259
43.8,27.1,2260
40.49,22.96,2261
43.1,14.57,2262
40.41,43.81,2263
40.59,26.17,2264
39.56,32.28,2265
54.8,30.97,2266
89.83,21.94,2267
88.44,25.32,2268
88.43,30.46,2269
80.94,29.23,2270
85.83,34.14,2271
78.37,33.11,2272
87.48,28.42,2273
82.31,28.3,2274
87.5,33.83,2275
74.65,25.35,2276
85.5,23.15,2277
89.18,30.06,2278
88.05,28.19,2279
87.62,33.08,2280
87.35,32.44,2281
86.49,34.14,2282
93.54,28.19,2283
84.98,23.79,2284
87.87,25.74,2285
94.93,28.38,2286
85.33,29.12,2287
91.66,30.19,2288
61.04,25.97,2289
58,33.87,2290
59.67,27.97,2291
59.08,31.45,2292
53.42,40.12,2293
53.85,12.07,2294
43.19,28.72,2295
55.52,33.25,2296
63.21,34.76,2297
54.46,29.24,2298
56.42,24.6,2299
59.79,34.04,2300
56.7,29.83,2301
58.61,34.55,2302
55.18,12.35,2303
64.88,29.42,2304
60.91,27.01,2305
60.47,29.1,2306
63.38,33.75,2307
54.65,40.74,2308
59.91,31.39,2309
65.43,32.82,2310
46.06,23.77,2311
43.09,30.02,2312
37.1,39.33,2313
39.55,10.64,2314
29.28,27.34,2315
44.28,30.92,2316
43.59,28.21,2317
40.01,29.09,2318
40.1,26.31,2319
37.4,33.42,2320
43.45,14.73,2321
43.5,29.29,2322
44.75,28.26,2323
43.86,14.85,2324
43.47,30.1,2325
42.52,35.11,2326
48.92,30.28,2327
44.88,30.45,2328
45.34,24.15,2329
41.15,10.19,2330
44.29,28.83,2331
47.79,29.6,2332
91.07,28.45,2333
85.42,25.9,2334
84.7,27.67,2335
83.79,18.88,2336
87.77,23.65,2337
84.54,29.94,2338
83.33,24.5,2339
81.98,35.06,2340
89.1,27.07,2341
85.25,29.87,2342
83.81,28.04,2343
79.35,31.85,2344
83.83,33.01,2345
84.47,25.7,2346
82.03,27.96,2347
82.55,23.92,2348
75.2,38.75,2349
83.53,18.07,2350
84.41,28.17,2351
87.85,22.64,2352
83.89,29.35,2353
70.07,22.39,2354
85.98,28.99,2355
79.9,26.96,2356
80.67,28.57,2357
78.28,17.83,2358
78.56,39.52,2359
79.35,32.57,2360
79.83,31.83,2361
80.17,22.63,2362
84.33,30.63,2363
78.96,35.2,2364
77.97,29.06,2365
67.43,34.88,2366
80.89,34.12,2367
80.56,26.63,2368
77.53,31.17,2369
76.57,27.36,2370
75.76,40.08,2371
77.43,17.42,2372
80.42,27.88,2373
79.49,22.21,2374
79.8,31.13,2375
62.79,22.87,2376
80.14,32.86,2377
72.25,31.82,2378
76.88,33.89,2379
74.78,13.44,2380
77.27,35.77,2381
77.12,37.12,2382
73.95,36.42,2383
79.32,34.37,2384
75.29,31.26,2385
73.95,21.32,2386
75.37,36.07,2387
68.22,37.83,2388
76,28.21,2389
75.99,33.6,2390
72.5,34.95,2391
71.87,31.47,2392
74.54,35.43,2393
68.17,21.81,2394
73.91,13,2395
76.73,37.88,2396
74.66,30.63,2397
57.44,27.61,2398
53.85,27.07,2399
48.54,27.41,2400
45.79,28.95,2401
45.8,17.62,2402
49.07,32.65,2403
49.04,31.71,2404
47.08,25.23,2405
44.39,36.53,2406
52.12,29.01,2407
48.08,24.59,2408
49.07,29.54,2409
42.01,22.5,2410
48.43,32.5,2411
44.98,28.72,2412
46.35,31.78,2413
48.14,29.87,2414
38.59,37.01,2415
44.34,16.24,2416
47.92,27.25,2417
48.29,21.87,2418
47.41,24.6,2419
31.22,28.31,2420
52.56,30.06,2421
45.64,30.33,2422
45.8,31.32,2423
46.99,46.54,2424
48.43,46.12,2425
47.39,28.04,2426
47.43,35.06,2427
50.54,31.14,2428
44.54,28.15,2429
46.64,26.98,2430
46.58,32.03,2431
44.49,25.17,2432
46.64,25.77,2433
43.73,28.27,2434
44.96,31.75,2435
47.77,32.37,2436
43.64,45.82,2437
47.23,47.1,2438
46.13,30.5,2439
47.15,35.95,2440
47.42,29.11,2441
31.88,37.87,2442
40.23,28.96,2443
34.13,27.25,2444
33.05,28.59,2445
33.68,21.08,2446
36.66,31.59,2447
35.94,25.5,2448
38.56,38.29,2449
31.88,41.54,2450
38.32,27.85,2451
36.41,39.59,2452
33.88,31.94,2453
23.26,33.08,2454
36.07,39.16,2455
35.96,24.7,2456
31.89,28.92,2457
26.6,42.2,2458
27.1,19.35,2459
34.57,27.88,2460
29.38,35.05,2461
30.78,34.62,2462
35.59,31.85,2463
27.77,25.04,2464
20.6,23.34,2465
13.34,22.46,2466
13.84,23.99,2467
13.3,42.52,2468
13.51,29.51,2469
14.68,25.62,2470
18.93,22.03,2471
14.57,21.47,2472
12.3,18.63,2473
15.02,19.66,2474
14.15,24.54,2475
11.33,19.56,2476
14.08,25.52,2477
14.18,19.44,2478
12.65,26.37,2479
12.73,23,2480
13.81,24.55,2481
12.71,43.17,2482
11.99,17.83,2483
14.23,21.58,2484
11.47,30.68,2485
7.88,26.74,2486
32.68,14.03,2487
33.18,22.98,2488
32.14,15.73,2489
33.86,19.28,2490
39.19,33.58,2491
40.44,43.66,2492
50.45,21.96,2493
36.11,16.08,2494
36.79,19.04,2495
37.52,25.86,2496
36.12,12.66,2497
31.75,15.87,2498
33.03,19.18,2499
32.3,14.54,2500
38.03,32.46,2501
28.59,18.12,2502
35.5,13.05,2503
35.75,19.52,2504
39.61,44.44,2505
35.72,16.73,2506
30.34,16.81,2507
34.18,22.05,2508
36.92,22.46,2509
37.87,29.86,2510
38.25,25.49,2511
38.59,26.94,2512
42.49,9.49,2513
39.61,35.96,2514
49.97,31.94,2515
38.94,33.02,2516
41.23,31.01,2517
40.96,33.06,2518
41.64,27.55,2519
39.18,26.52,2520
36.63,33.41,2521
39,29.8,2522
37.36,25.46,2523
32.67,24.79,2524
38.54,32.41,2525
35.15,31.66,2526
40.7,11.3,2527
38.1,27.53,2528
37.81,29.52,2529
31.26,29.12,2530
84.2,23.93,2531
84.64,17.31,2532
84.37,19.87,2533
92.5,14.39,2534
89.4,32.18,2535
99.28,23.63,2536
83.74,16.92,2537
85.14,23.22,2538
86.44,17.81,2539
87.63,26.22,2540
84.77,20.63,2541
85.33,18.91,2542
84.64,21.41,2543
83.77,17.61,2544
87.53,14.82,2545
77.49,20.82,2546
83.08,16.99,2547
84.63,23.04,2548
84.78,28.39,2549
83.76,19.72,2550
79.47,20.64,2551
83.43,23.73,2552
87.45,28.54,2553
86.77,22.81,2554
96.87,12.33,2555
94.31,42.23,2556
92.12,31.19,2557
83.73,21.98,2558
89.01,26.13,2559
92.31,20.85,2560
91.32,26.6,2561
106.22,26.39,2562
89.39,14.6,2563
86.25,23.17,2564
88.41,25.73,2565
89.84,20.06,2566
85.33,19.88,2567
88.87,15.23,2568
81.14,24.75,2569
87.31,26.96,2570
90.54,29.72,2571
91.42,41.44,2572
89.3,25.25,2573
83.36,24.5,2574
94.26,26.83,2575
94.26,18.67,2576
93.82,24.99,2577
99.82,23.97,2578
100.14,36.88,2579
103.21,26.19,2580
95.08,22.01,2581
94.53,21.01,2582
95.56,14.36,2583
98.14,16.8,2584
96.71,24.58,2585
94.29,22.22,2586
96.98,17.79,2587
93.53,25.36,2588
94.4,19.55,2589
89.56,21.64,2590
92.63,25.17,2591
96.11,25.73,2592
98.19,36.29,2593
95.75,22.06,2594
95.67,15.28,2595
89.96,23.59,2596
100.39,33.43,2597
101.43,30.51,2598
108.43,11.87,2599
106.49,38.2,2600
110.44,25.19,2601
98.23,24.47,2602
99.37,27.85,2603
103.86,24.48,2604
104.05,29.55,2605
105.74,34.98,2606
103.77,17.28,2607
100.73,26.23,2608
100.38,29.98,2609
99.25,16.5,2610
97.8,24,2611
101.34,35.77,2612
94.91,30,2613
100.05,32.32,2614
100.56,30.66,2615
102.08,11.02,2616
98.82,28.05,2617
96.08,30.12,2618
85.01,23.08,2619
84.7,16.21,2620
85,19.25,2621
77.39,38.55,2622
77.31,12.16,2623
69.56,21.77,2624
84.53,21.62,2625
81.01,16.07,2626
87.1,14.01,2627
79.98,20.82,2628
82.91,25.95,2629
84.2,20.81,2630
87.22,14.78,2631
85.53,16.05,2632
85.31,21.27,2633
81.09,35.86,2634
90.97,19.14,2635
84.65,22.99,2636
84.41,15.48,2637
